Giá (tỷ VNĐ),Diện tích (m2),Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Thành phố_encoded,Phường/Xã_encoded,Loại hình_Nhà biệt thự,"Loại hình_Nhà mặt phố, mặt tiền","Loại hình_Nhà ngõ, hẻm",Loại hình_Nhà phố liền kề,Giấy tờ pháp lý_encoded,Hướng_sin,Hướng_cos,Tình trạng nội thất_encoded
1.8,41.3,4.5,9.19,3.0,3.0,3.0,6.092860006516782,7.565490009775172,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.0,30.0,3.049590136395381,9.837387536759294,3.0,4.0,1.0,11.577636567407344,8.986993339850114,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
3.5,24.4,3.3,7.4,3.0,2.0,3.0,7.688481542509216,7.973949383922861,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
12.0,90.0,5.0,18.0,5.0,5.0,1.0,7.688481542509216,6.91796666962884,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.7,91.0,4.0,25.0,2.0,2.0,2.4375,7.688481542509216,7.100345670061038,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.6,36.0,7.5,5.0,3.0,1.0,3.0,7.565490009775172,7.565490009775172,0,1,0,0,4,-1.0,-1.8369701987210292e-16,1.3
8.5,40.0,5.0,8.0,6.0,5.0,5.0,11.577636567407344,7.7539214355536945,0,0,1,0,4,-0.7071067811865475,-0.7071067811865477,1.3
8.5,65.0,4.0,16.25,4.0,4.0,3.0,7.631757021692561,7.504280957035796,0,1,0,0,4,1.0,6.123233995736766e-17,1.5
1.5,64.0,4.0,16.0,4.0,4.0,2.0,7.688481542509216,4.551603574919704,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.9,92.5,5.0,18.5,4.0,4.0,3.0,7.688481542509216,7.432111542221221,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
10.5,65.52,5.6,11.7,4.0,4.0,1.0,7.688481542509216,6.754126091206596,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.95,33.0,7.5,5.0,2.0,2.0,2.0,7.688481542509216,7.317671552566825,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.7,40.0,4.0,10.0,5.0,5.0,5.0,7.688481542509216,6.272079465158497,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
1.95,120.0,6.0,20.0,3.0,2.0,2.142857142857143,3.668603033265204,6.156530776750132,0,0,0,1,4,0.7071067811865476,-0.7071067811865475,1.3
4.299,40.0,4.0,10.0,2.0,2.0,2.0,7.688481542509216,6.397702470342614,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
14.5,98.0,5.511805511808268,17.78001778002667,8.0,6.0,1.0,7.688481542509216,9.140200962478382,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
9.1,35.0,3.52,9.91,6.0,3.0,5.0,11.577636567407344,9.475471433226272,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.1
5.0,85.0,4.1,23.0,2.0,3.0,2.0,7.688481542509216,6.159498078802917,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
3.98,40.0,3.4,12.0,4.0,3.0,3.0,7.688481542509216,7.100345670061038,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.0,25.0,3.1,8.0,4.0,3.0,5.0,7.688481542509216,9.140200962478382,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.0,35.0,3.5,10.0,4.0,4.0,3.0,7.688481542509216,7.973949383922861,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
18.9,90.0,5.0,18.0,4.0,5.0,4.0,7.688481542509216,9.286908826404462,1,0,0,0,4,0.7071067811865476,-0.7071067811865475,1.5
3.45,64.0,4.0,16.0,3.0,2.0,2.0,4.942532781780636,8.113590628054741,0,0,1,0,4,1.2246467991473532e-16,-1.0,1.3
3.8,82.0,4.2,19.0,3.0,3.0,2.0,3.856690834147931,5.843404549897806,0,0,0,1,4,0.7071067811865476,-0.7071067811865475,1.5
6.85,72.0,4.5,16.0,3.0,2.0,2.0,7.631757021692561,6.937551855472287,0,1,0,0,4,-0.7071067811865477,0.7071067811865474,1.5
4.65,52.0,4.0,13.0,2.0,2.0,2.0,7.688481542509216,5.300713096401806,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.6,56.0,4.0,13.5,2.0,3.0,1.0,7.688481542509216,9.140200962478382,0,0,1,0,4,1.2246467991473532e-16,-1.0,1.1
7.6,100.0,5.0,20.0,4.0,4.0,4.0,7.688481542509216,9.551834178452554,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
8.0,45.0,3.73496987939662,12.048289933537482,4.0,3.0,1.0,11.577636567407344,7.7539214355536945,0,0,0,1,4,0.7071067811865476,-0.7071067811865475,1.3
13.95,80.0,4.0,20.0,5.0,5.0,4.0,7.688481542509216,7.690092454674562,0,0,0,1,4,-1.0,-1.8369701987210292e-16,1.3
7.2,30.5,3.5,10.0,4.0,4.0,4.0,7.688481542509216,6.9676539831659445,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
13.49,119.0,7.0,17.0,6.0,5.0,1.0624999999999998,7.688481542509216,9.787376195131037,0,0,0,1,4,0.7071067811865476,-0.7071067811865475,1.3
7.5,56.4,4.0,14.0,2.0,2.0,2.0,7.688481542509216,8.932278001955035,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
22.99,165.0,9.0,19.0,4.0,4.0,2.2098214285714284,7.688481542509216,8.562232814027372,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.7,36.0,5.3,8.0,4.0,5.0,4.0,7.688481542509216,7.100345670061038,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
2.38,17.0,3.0,5.8,2.0,2.0,3.0,7.688481542509216,7.829941667293281,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
16.9,84.0,4.0,21.0,4.0,6.0,1.125,7.688481542509216,7.799938793946135,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.1,27.0,2.8930952282978866,9.332565252573827,2.0,2.0,1.0,7.688481542509216,7.792148751221896,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.55,64.0,5.0,12.0,5.0,5.0,3.0,7.688481542509216,5.557043940875026,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
5.05,224.0,5.8,38.62068965517241,1.0,1.0,12.0,4.942532781780636,7.382675003491133,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
1.96,56.0,4.2,12.0,2.0,2.0,1.0,7.688481542509216,5.474496669925058,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
8.7,80.0,4.979959839195493,16.064386578049977,4.0,5.0,1.0714285714285714,7.688481542509216,9.75401384765772,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.65,79.0,4.0,19.5,4.0,5.0,4.0,7.688481542509216,6.374656820403448,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.5
4.88,72.0,6.0,12.0,3.0,3.0,1.2857142857142856,7.688481542509216,6.827021430898851,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.95,98.0,6.0,16.2,3.0,2.0,3.0,7.688481542509216,7.673090480845319,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
2.45,36.0,4.0,9.0,2.0,3.0,2.0,7.688481542509216,5.474496669925058,0,1,0,0,3,0.7071067811865476,-0.7071067811865475,1.3
5.5,57.0,4.1,11.2,2.0,2.0,2.0,7.688481542509216,7.100345670061038,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.97,72.0,5.0,14.2,4.0,4.0,4.0,7.688481542509216,6.492965628054741,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
3.88,25.0,4.1,6.0,2.0,3.0,2.0,7.688481542509216,8.294128236444138,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
8.6,100.0,5.0,20.0,4.0,4.0,1.3392857142857142,7.688481542509216,7.949256525989205,0,0,0,1,4,0.7071067811865476,-0.7071067811865475,1.3
11.3,54.0,4.5,11.0,6.0,5.0,4.0,7.688481542509216,7.317671552566825,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.7,64.0,4.0,16.0,4.0,3.0,3.0,4.942532781780636,7.382675003491133,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.5
5.95,47.0,3.817066936798463,12.313119150962782,3.0,2.0,1.0,7.688481542509216,6.492965628054741,0,0,1,0,4,0.7071067811865476,0.7071067811865476,1.1
6.79,50.0,5.0,10.0,4.0,5.0,4.0,7.688481542509216,5.557043940875026,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
2.19,125.0,7.5,16.6,2.0,1.0,3.3482142857142856,7.631757021692561,6.321064292696552,0,0,1,0,4,0.7071067811865476,0.7071067811865476,1.3
8.29,100.0,5.0,20.0,4.0,5.0,3.0,7.688481542509216,5.045067243064685,0,0,0,1,4,0.7071067811865476,-0.7071067811865475,1.5
6.48,31.0,3.5,8.0,3.0,2.0,4.0,7.688481542509216,8.28166081213178,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.5,50.0,4.5,13.0,2.0,3.0,3.0,7.688481542509216,8.89888246816722,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.885,63.0,4.5,14.0,2.0,3.0,2.0,7.688481542509216,5.67253809678971,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.8,72.0,4.0,18.0,4.0,4.0,1.0,4.942532781780636,5.112196003910069,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.39,104.0,7.0,15.0,2.0,2.0,1.0,7.688481542509216,6.235745004887586,0,0,1,0,4,-0.7071067811865475,-0.7071067811865477,1.3
4.85,138.4,4.5,30.7,2.0,2.0,3.707142857142857,4.942532781780636,5.014980001777303,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
3.35,48.0,4.0,12.0,2.0,2.0,1.0,7.688481542509216,5.648745837406321,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
1.75,90.0,5.282045058497703,17.038855027411945,3.0,2.0,1.607142857142857,3.856690834147931,3.905641938637152,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.9,48.0,4.0,12.0,2.0,2.0,2.0,7.688481542509216,7.100345670061038,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
5.55,60.0,4.0,14.0,4.0,4.0,4.0,7.688481542509216,5.67253809678971,0,0,1,0,4,1.0,6.123233995736766e-17,1.3
1.69,80.0,4.0,20.0,2.0,1.0,1.0,7.565490009775172,7.565490009775172,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.28,260.0,10.0,26.0,2.0,2.0,6.9642857142857135,4.942532781780636,6.6537960039100685,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
19.5,218.7,9.0,22.18,8.0,4.0,1.0,7.688481542509216,9.75401384765772,0,0,1,0,4,1.2246467991473532e-16,-1.0,1.3
5.49,56.0,4.0,14.0,3.0,3.0,4.0,7.688481542509216,6.272079465158497,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
7.9,51.0,4.0,13.0,3.0,4.0,5.0,7.688481542509216,9.75401384765772,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
2.25,50.0,3.9370039370059056,12.70001270001905,3.0,2.0,1.0,3.486212360648896,5.563660006516781,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.5,50.0,7.0,7.1,3.0,3.0,3.0,6.092860006516782,7.565490009775172,0,1,0,0,4,0.0,1.0,1.1
5.7,72.0,4.5,16.0,3.0,4.0,3.0,7.688481542509216,6.526258905448654,0,0,1,0,4,-0.7071067811865477,0.7071067811865474,1.3
2.3,27.0,3.0,9.0,2.0,1.0,1.0,7.688481542509216,9.286908826404462,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
3.9,40.0,4.0,10.0,2.0,3.0,2.0,7.688481542509216,7.262235527601995,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.0,63.0,4.5,14.0,3.0,3.0,1.125,7.688481542509216,8.011101725823304,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
24.6,64.0,4.0,16.0,3.0,3.0,4.0,11.577636567407344,9.475471433226272,0,1,0,0,4,-0.7071067811865475,-0.7071067811865477,1.3
0.8,40.9,4.05,10.1,2.0,1.0,1.0955357142857145,7.565490009775172,7.565490009775172,0,0,1,0,4,-0.7071067811865475,-0.7071067811865477,1.1
5.0,76.0,4.0,19.0,3.0,4.0,2.0,7.688481542509216,8.89888246816722,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
22.5,355.0,6.0,60.0,19.0,3.0,4.0,7.688481542509216,6.272079465158497,0,0,1,0,4,1.0,6.123233995736766e-17,1.3
2.58,13.0,3.0,4.2,1.0,1.0,2.0,7.688481542509216,7.317671552566825,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
2.85,26.0,2.839013913315678,9.15810939779251,2.0,2.0,1.0,7.688481542509216,7.106919200782014,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.45,75.0,4.5,17.0,5.0,5.0,2.0,7.688481542509216,11.179302780493105,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
12.6,171.0,5.7,30.0,8.0,6.0,1.0,7.688481542509216,7.690092454674562,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
1.1,45.0,4.5,10.0,2.0,2.0,1.2053571428571428,3.486212360648896,4.492821743380509,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.0,97.0,5.4836119483420775,17.68907080110348,4.0,4.0,1.2991071428571428,7.688481542509216,7.8108277832084285,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.99,46.0,4.0,13.0,5.0,5.0,5.0,7.688481542509216,9.551834178452554,0,0,1,0,4,0.7071067811865476,0.7071067811865476,1.5
2.5,40.0,4.0,10.0,2.0,2.0,1.0714285714285714,7.688481542509216,6.793514818435249,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
3.75,45.0,4.5,10.0,2.0,2.0,1.0,7.688481542509216,7.949256525989205,0,0,1,0,2,0.7071067811865476,0.7071067811865476,1.3
10.2,73.0,4.5,17.0,4.0,4.0,1.0,7.688481542509216,7.792148751221896,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
3.5,39.0,3.477067730142742,11.21634751658949,2.0,2.0,1.044642857142857,7.688481542509216,6.01616568723286,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
12.15,65.0,4.4888751374926885,14.48024237900867,6.0,5.0,1.0,11.577636567407344,10.534681256109485,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
58.0,400.0,11.0,36.0,4.0,4.0,2.0,7.688481542509216,7.106919200782014,0,1,0,0,4,-1.0,-1.8369701987210292e-16,1.5
4.5,30.0,6.0,5.0,5.0,5.0,3.0,7.688481542509216,8.28166081213178,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
12.5,37.0,3.38673884437522,10.92496401411361,3.0,3.0,4.0,11.577636567407344,10.434992315211671,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.0,68.0,4.0,17.0,3.0,2.0,2.0,7.688481542509216,7.288954170739655,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
16.5,122.0,5.0,24.0,7.0,5.0,6.0,7.688481542509216,7.764161116541762,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
1.38,16.0,2.227105745132009,7.184212081070996,2.0,2.0,1.0,7.688481542509216,6.9676539831659445,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.95,40.0,3.521363372331802,11.359236684941296,6.0,5.0,1.0,11.577636567407344,7.7539214355536945,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.2,48.0,7.0,7.0,3.0,3.0,3.0,7.688481542509216,7.317671552566825,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
10.5,80.0,4.0,20.0,4.0,5.0,4.0,7.688481542509216,9.140200962478382,0,0,0,1,4,0.7071067811865476,-0.7071067811865475,1.3
5.15,60.0,4.0,15.0,3.0,2.0,2.0,7.688481542509216,6.01616568723286,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.6,55.0,4.5,12.0,3.0,2.0,2.0,7.688481542509216,8.011101725823304,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
6.95,33.0,3.198437118343896,10.31753909143192,3.0,3.0,1.0,11.577636567407344,8.208207149839408,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
3.65,24.0,3.0,8.0,2.0,2.0,2.0,7.688481542509216,7.262235527601995,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.35,25.0,3.0,10.0,4.0,5.0,5.0,7.688481542509216,7.792148751221896,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.7,55.0,3.0,15.0,4.0,3.0,1.0,7.688481542509216,7.792148751221896,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
5.6,35.0,3.293933818400121,10.625592962581036,4.0,5.0,4.0,7.688481542509216,9.551834178452554,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
19.7,239.0,9.0,26.55555555555556,5.0,5.0,2.0,7.688481542509216,9.75401384765772,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.1
6.2,80.0,4.0,20.0,3.0,3.0,1.4285714285714286,7.688481542509216,8.932278001955035,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
8.9,56.0,4.166533331199932,13.44043010064494,3.0,3.0,1.0,7.688481542509216,6.955032773930687,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.68,26.0,3.3,9.0,2.0,3.0,3.0,7.688481542509216,8.294128236444138,0,0,1,0,4,0.0,1.0,1.3
7.2,40.0,4.5,8.88888888888889,4.0,4.0,5.0,11.577636567407344,7.565490009775172,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
4.5,47.0,3.2,15.0,2.0,2.0,1.2589285714285714,7.688481542509216,7.100345670061038,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
3.1,24.0,4.0,6.0,2.0,3.0,3.0,7.688481542509216,6.642965628054741,0,0,1,0,4,-0.7071067811865475,-0.7071067811865477,1.3
15.0,84.0,7.0,12.0,5.0,5.0,5.0,7.688481542509216,6.3631208374063215,0,0,0,1,4,0.7071067811865476,0.7071067811865476,1.3
6.8,180.0,9.0,20.0,10.0,5.5,1.0,7.688481542509216,6.055521057776407,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
33.9,88.0,4.4,20.0,6.0,5.0,4.0,7.688481542509216,11.010956003910067,0,1,0,0,4,1.2246467991473532e-16,-1.0,1.5
0.9,100.0,5.0,20.0,4.0,2.0,2.0,3.856690834147931,3.905641938637152,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.5
1.89,48.0,4.0,12.0,2.0,2.0,1.0,7.688481542509216,3.8791903257339264,0,1,0,0,3,0.7071067811865476,-0.7071067811865475,1.3
2.3,219.4,8.0,28.4,4.0,2.0,2.938392857142857,3.856690834147931,7.565490009775172,0,0,1,0,4,-0.7071067811865475,-0.7071067811865477,1.3
7.8,65.0,4.4888751374926885,14.48024237900867,3.0,3.0,1.1607142857142858,7.688481542509216,7.100345670061038,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.6,78.8,7.3,10.3,2.0,2.0,1.0,8.19821724475006,6.9676539831659445,0,0,1,0,4,-0.7071067811865477,0.7071067811865474,1.1
3.1,33.0,3.198437118343896,10.31753909143192,2.0,2.0,1.0,7.688481542509216,7.106919200782014,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
9.3,52.0,4.0,13.0,4.0,6.0,5.0,7.688481542509216,7.262235527601995,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.5
11.5,50.0,4.5,11.0,5.0,5.0,5.0,11.577636567407344,7.565490009775172,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.89,23.0,4.0,5.75,4.0,3.0,4.0,11.577636567407344,7.565490009775172,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.5
8.0,75.0,5.0,15.0,4.0,4.0,4.0,7.688481542509216,8.824686668838927,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.5
5.1,100.0,5.0,20.0,2.0,1.0,2.6785714285714284,4.942532781780636,5.014980001777303,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
0.55,18.0,3.0,6.0,1.0,1.0,1.0,7.688481542509216,5.663406124443913,0,0,1,0,3,0.7071067811865476,-0.7071067811865475,1.1
8.8,47.4,3.83327536188049,12.36540439316287,3.0,3.0,1.0,7.688481542509216,7.087872502443792,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.89,45.0,9.0,5.0,3.0,4.0,4.0,7.688481542509216,8.294128236444138,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
3.9,96.4,5.0,19.2,2.0,1.0,1.0,7.688481542509216,5.474496669925058,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.0
3.65,63.0,4.0,16.0,3.0,2.0,2.0,4.942532781780636,7.116900003153281,1,0,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
13.5,130.0,6.0,22.0,7.0,5.0,2.0,7.688481542509216,7.317671552566825,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.5,40.0,3.0,14.0,3.0,3.0,3.0,7.688481542509216,9.140200962478382,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.6,80.0,5.0,16.0,4.0,3.0,1.0,4.931075001879841,6.9365562561094825,1,0,0,0,2,-0.7071067811865475,-0.7071067811865477,1.5
11.0,40.0,4.0,10.0,4.0,4.0,5.0,11.577636567407344,10.132492864125124,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.8,42.6,5.4,9.0,3.0,4.0,3.0,11.611726926836605,7.565490009775172,0,0,0,1,4,0.7071067811865476,0.7071067811865476,1.3
3.88,25.0,4.1,6.0,2.0,3.0,2.0,7.688481542509216,8.294128236444138,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
0.9,48.0,4.0,12.0,3.0,2.0,1.0,3.486212360648896,4.492821743380509,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
2.85,69.3,4.2,16.5,2.0,1.0,1.0,7.688481542509216,6.530438238169168,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
6.5,48.0,4.0,12.0,3.0,4.0,3.0,7.688481542509216,7.829941667293281,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
5.25,48.5,4.0,12.2,3.0,2.0,2.0,7.688481542509216,6.397702470342614,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.1
4.99,48.0,4.0,12.0,2.0,2.0,2.0,7.688481542509216,6.526258905448654,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.5,480.0,10.0,48.0,26.0,3.0,1.0,3.486212360648896,7.565490009775172,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
2.6,30.0,4.2,7.0,2.0,2.0,2.0,7.688481542509216,6.159498078802917,0,0,0,1,4,0.7071067811865476,-0.7071067811865475,1.3
4.7,50.0,3.9370039370059056,12.70001270001905,2.0,2.0,1.3392857142857142,7.688481542509216,6.560925001437526,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.85,76.0,4.0,17.0,3.0,3.0,1.357142857142857,7.688481542509216,8.932278001955035,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
17.2,50.0,3.35,14.9,3.0,4.0,5.0,11.577636567407344,8.834992315211672,0,0,1,0,4,-0.7071067811865477,0.7071067811865474,1.3
10.8,85.0,5.0,17.0,4.0,4.0,1.138392857142857,7.688481542509216,9.75401384765772,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.55,23.0,3.0,7.5,2.0,3.0,1.0,7.688481542509216,8.294128236444138,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.38,46.0,3.7,13.0,2.0,2.0,2.0,7.688481542509216,5.300713096401806,0,0,1,0,4,-1.0,-1.8369701987210292e-16,1.5
8.9,80.0,4.979959839195493,16.064386578049977,5.0,5.0,1.0,7.688481542509216,8.294128236444138,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
9.9,71.0,4.69148164229596,15.133811749341808,4.0,2.0,3.0,11.611726926836605,7.565490009775172,0,1,0,0,4,1.2246467991473532e-16,-1.0,1.3
7.35,80.0,5.0,16.0,2.0,2.0,2.142857142857143,7.688481542509216,6.832775557727817,0,1,0,0,4,1.2246467991473532e-16,-1.0,1.3
1250.0,1320.0,33.0,40.0,2.0,2.0,1.0,7.688481542509216,7.565490009775172,0,1,0,0,4,-0.7071067811865477,0.7071067811865474,1.1
1.521,150.0,5.0,30.0,1.0,1.0,1.0,4.942532781780636,6.06499231521167,0,0,0,1,4,-1.0,-1.8369701987210292e-16,1.1
3.2,33.0,3.0,11.0,2.0,1.0,2.0,7.688481542509216,7.764161116541762,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.9,27.0,3.0,10.0,3.0,4.0,5.0,7.688481542509216,7.106919200782014,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
14.9,200.0,7.874007874011811,25.4000254000381,2.0,2.0,2.0,7.631757021692561,7.565490009775172,0,1,0,0,2,0.7071067811865476,-0.7071067811865475,1.3
3.65,41.0,3.6,12.0,2.0,2.0,2.0,7.688481542509216,7.799938793946135,0,0,1,0,4,1.0,6.123233995736766e-17,1.1
0.85,18.0,3.0,6.0,2.0,1.0,2.0,7.688481542509216,6.369802441408579,0,0,1,0,3,0.7071067811865476,-0.7071067811865475,1.3
3.95,52.0,4.0,12.5,2.0,2.0,1.3928571428571428,7.688481542509216,7.691184378054741,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
11.4,60.0,4.0,15.0,4.0,4.0,4.0,7.688481542509216,7.100345670061038,0,0,1,0,4,0.7071067811865476,0.7071067811865476,1.5
4.7,48.0,3.8574603043971822,12.443420336765104,3.0,3.0,1.0,7.688481542509216,5.83781591131254,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.15,65.0,4.4888751374926885,14.48024237900867,3.0,3.0,1.1607142857142858,7.688481542509216,6.9676539831659445,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.799,36.0,3.340658617698013,10.776318121606494,3.0,3.0,1.0,7.688481542509216,7.799938793946135,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.5,30.0,3.049590136395381,9.837387536759294,3.0,2.0,1.0,7.688481542509216,8.581464711632453,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.1,68.0,4.0,17.0,6.0,6.0,1.0,7.688481542509216,5.663406124443913,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
4.5,41.1,3.569453739719847,11.514366902322086,4.0,5.0,4.0,7.688481542509216,6.955032773930687,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
0.65,22.5,4.5,5.0,2.0,2.0,1.0,7.688481542509216,5.508582761991438,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
4.75,25.5,4.25,6.5,2.0,2.0,2.0,7.688481542509216,7.943573080682758,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
