Thành phố,Phường/Xã,Diện tích (m2),Loại hình,Giấy tờ pháp lý,Hướng,Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Tình trạng nội thất,Giá bán (VND),Thành phố chính,Tình trạng nội thất_encoded,Giấy tờ pháp lý_encoded,Loại hình_grouped,"Loại hình_Nhà mặt phố, mặt tiền","Loại hình_Nhà ngõ, hẻm",Loại hình_Nhà phố liền kề,Hướng_grouped,Hướng_Nam,Hướng_Tây,Hướng_Tây Bắc,Hướng_Tây Nam,Hướng_Unknown,Hướng_Đông,Hướng_Đông Bắc,Hướng_Đông Nam,Thành phố chính_grouped,Thành phố chính_Khác,Thành phố chính_TP.HCM,Thành phố chính_Đà Nẵng,Phường/Xã_target_encoded,Thành phố_target_encoded
Tp Hồ Chí Minh,Phường 15,38.1,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.6,11.0,2.0,1.0,1.0,Hoàn thiện cơ bản,4200000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6976977941.176471,7783372663.267783
Tp Hồ Chí Minh,Phường Linh Xuân (Quận Thủ Đức cũ),72.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,6.5,15.0,2.0,3.0,3.0,Nội thất đầy đủ,4300000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5345476190.476191,7783372663.267783
Tp Hồ Chí Minh,Phường 10,63.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.2,12.0,2.0,2.0,2.0,Nội thất đầy đủ,6300000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8043566666.666667,7783372663.267783
Tp Hồ Chí Minh,Phường 11,130.0,Nhà biệt thự,Đã có sổ,Unknown,8.0,17.0,5.0,6.0,4.0,Nội thất cao cấp,24900000000.0,TP.HCM,4,4.0,Nhà biệt thự,False,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7781877551.020409,7783372663.267783
Cần Thơ,Phường An Cư,35.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.35,8.0,1.0,1.0,3.0,Unknown,1580000000.0,Khác,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,3090000000.0,4085127659.574468
Tp Hồ Chí Minh,Phường Hiệp Thành,48.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Unknown,4.0,12.0,2.0,2.0,3.0,Nội thất đầy đủ,1580000000.0,TP.HCM,3,3.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5181361445.783133,7783372663.267783
Tp Hồ Chí Minh,Xã Bình Chánh,250.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,10.0,25.0,11.0,7.0,1.0,Hoàn thiện cơ bản,1400000000.0,TP.HCM,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,2904500000.0,7783372663.267783
Tp Hồ Chí Minh,Phường 9,45.0,Nhà phố liền kề,Đã có sổ,Unknown,3.7,13.0,5.0,5.0,3.0,Nội thất cao cấp,7050000000.0,TP.HCM,4,4.0,Nhà phố liền kề,False,False,True,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8176746666.666667,7783372663.267783
Tp Hồ Chí Minh,Phường 5,56.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,6.0,14.0,2.0,3.0,3.0,Unknown,7990000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7382754237.288136,7783372663.267783
Bình Dương,Phường Bình Chuẩn,61.0,Nhà phố liền kề,Đã có sổ,Đông,4.7,13.0,4.0,4.0,3.0,Nội thất cao cấp,4790000000.0,Khác,4,4.0,Nhà phố liền kề,False,False,True,Đông,False,False,False,False,False,True,False,False,Khác,True,False,False,3558750000.0,5210152597.402597
Tp Hồ Chí Minh,Phường Nguyễn Cư Trinh,32.8,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,2.62,12.5,2.0,3.0,2.0,Nội thất đầy đủ,13700000000.0,TP.HCM,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8547500000.0,7783372663.267783
Tp Hồ Chí Minh,Xã Xuân Thới Sơn,40.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,12.0,3.0,2.0,3.0,Nội thất đầy đủ,565000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,1633478260.8695652,7783372663.267783
Tp Hồ Chí Minh,Xã Bà Điểm,92.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Đông Bắc,4.4,21.0,2.0,1.0,1.0,Hoàn thiện cơ bản,1250000000.0,TP.HCM,2,3.0,"Nhà ngõ, hẻm",False,True,False,Đông Bắc,False,False,False,False,False,False,True,False,TP.HCM,False,True,False,4728000000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Hưng Hòa,30.0,Nhà phố liền kề,Đã có sổ,Unknown,3.0,10.0,2.0,2.0,3.0,Unknown,3750000000.0,TP.HCM,0,4.0,Nhà phố liền kề,False,False,True,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6354028571.428572,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,85.0,"Nhà ngõ, hẻm",Đã có sổ,Tây,5.0,17.0,3.0,2.0,1.0,Nội thất cao cấp,4800000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Tây,False,True,False,False,False,False,False,False,TP.HCM,False,True,False,6207227272.727273,7783372663.267783
Tp Hồ Chí Minh,Phường 25,105.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,28.0,9.0,7.0,3.0,Unknown,14800000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,12553450000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Thạnh Lộc,36.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Unknown,4.0,9.0,2.0,2.0,3.0,Nội thất đầy đủ,1350000000.0,TP.HCM,3,3.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6130487804.878049,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Kiểng,53.2,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.5,15.2,4.0,2.0,3.0,Unknown,5300000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,9714227272.727272,7783372663.267783
Hà Nội,Xã Kim Chung,35.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,3.0,3.0,3.0,Unknown,6300000000.0,Hà Nội,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,8550000000.0,12621319905.21327
Tp Hồ Chí Minh,Phường 14,52.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,13.0,2.0,2.0,3.0,Unknown,4790000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6808232142.857142,7783372663.267783
Tp Hồ Chí Minh,Phường Tăng Nhơn Phú B (Quận 9 cũ),65.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,16.0,3.0,2.0,3.0,Unknown,6500000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5950000000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Thạnh Lộc,60.0,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,4.0,15.0,4.0,4.0,3.0,Hoàn thiện cơ bản,5660000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Bắc,False,False,False,False,False,False,True,False,TP.HCM,False,True,False,6130487804.878049,7783372663.267783
Bình Dương,Phường Dĩ An,250.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.1,15.0,3.0,3.0,3.0,Unknown,13000000000.0,Khác,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,5237241379.310345,5210152597.402597
Tp Hồ Chí Minh,Phường 15,52.0,Nhà phố liền kề,Đã có sổ,Unknown,3.5,16.0,3.0,3.0,3.0,Unknown,7990000000.0,TP.HCM,0,4.0,Nhà phố liền kề,False,False,True,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6976977941.176471,7783372663.267783
Tp Hồ Chí Minh,Phường 8,39.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.8,11.0,4.0,4.0,4.0,Nội thất cao cấp,7600000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6856638655.462185,7783372663.267783
Tp Hồ Chí Minh,Phường Thạnh Xuân,54.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Nam,4.0,13.5,4.0,5.0,4.0,Nội thất cao cấp,6350000000.0,TP.HCM,4,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông Nam,False,False,False,False,False,False,False,True,TP.HCM,False,True,False,4273442307.6923075,7783372663.267783
Hà Nội,Phường Bồ Đề,34.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.4,15.0,3.0,4.0,5.0,Nội thất đầy đủ,5700000000.0,Hà Nội,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,14229166666.666666,12621319905.21327
Tp Hồ Chí Minh,Phường Phú Mỹ,66.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,3.3,20.0,4.0,4.0,3.0,Nội thất đầy đủ,14000000000.0,TP.HCM,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,9866296296.296297,7783372663.267783
Tp Hồ Chí Minh,Phường 9,44.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,11.0,3.0,3.0,3.0,Nội thất đầy đủ,6000000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8176746666.666667,7783372663.267783
Tp Hồ Chí Minh,Phường Đông Hưng Thuận,30.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.0,10.0,2.0,2.0,2.0,Unknown,3650000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5907833333.333333,7783372663.267783
Bình Dương,Thị trấn Lai Uyên,150.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.0,30.0,5.0,5.0,3.0,Unknown,820000000.0,Khác,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,1010000000.0,5210152597.402597
Tp Hồ Chí Minh,Xã Thới Tam Thôn,137.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,8.0,20.0,4.0,3.0,3.0,Unknown,7000000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5035200000.0,7783372663.267783
Bình Dương,Phường Định Hoà,390.0,Nhà biệt thự,Đã có sổ,Bắc,10.0,39.0,6.0,6.0,3.0,Nội thất cao cấp,10450000000.0,Khác,4,4.0,Nhà biệt thự,False,False,False,Bắc,False,False,False,False,False,False,False,False,Khác,True,False,False,6100000000.0,5210152597.402597
Tp Hồ Chí Minh,Phường Thới An,50.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây,4.3,12.0,2.0,2.0,1.0,Unknown,3690000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Tây,False,True,False,False,False,False,False,False,TP.HCM,False,True,False,9296022727.272728,7783372663.267783
Tp Hồ Chí Minh,Xã Phú Xuân,80.0,Nhà phố liền kề,Đã có sổ,Unknown,5.0,16.0,4.0,5.0,4.0,Nội thất cao cấp,8500000000.0,TP.HCM,4,4.0,Nhà phố liền kề,False,False,True,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,4878095238.095238,7783372663.267783
Tp Hồ Chí Minh,Phường 11,45.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.5,10.0,4.0,3.0,5.0,Nội thất đầy đủ,8500000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7781877551.020409,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Hưng Thuận,60.0,"Nhà ngõ, hẻm",Đã có sổ,Tây,4.0,16.0,2.0,1.0,1.0,Hoàn thiện cơ bản,4250000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Tây,False,True,False,False,False,False,False,False,TP.HCM,False,True,False,9088333333.333334,7783372663.267783
Tp Hồ Chí Minh,Phường Trường Thọ (Quận Thủ Đức cũ),96.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,5.0,19.0,2.0,2.0,3.0,Nội thất đầy đủ,7500000000.0,TP.HCM,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7954545454.545455,7783372663.267783
Bình Dương,Phường Dĩ An,200.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,5.0,40.0,11.0,7.0,2.0,Unknown,9200000000.0,Khác,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,5237241379.310345,5210152597.402597
Đà Nẵng,Phường Thọ Quang,60.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.7,16.2,3.0,2.0,2.0,Hoàn thiện cơ bản,6300000000.0,Đà Nẵng,2,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Đà Nẵng,False,False,True,8462857142.857142,7551963709.67742
Tp Hồ Chí Minh,Phường Tân Thuận Đông,30.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,6.0,5.0,2.0,2.0,2.0,Hoàn thiện cơ bản,3250000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5779000000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Trị Đông A,80.0,"Nhà ngõ, hẻm",Đã có sổ,Tây,4.0,20.0,5.0,5.0,5.0,Nội thất đầy đủ,7700000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Tây,False,True,False,False,False,False,False,False,TP.HCM,False,True,False,5390906250.0,7783372663.267783
Tp Hồ Chí Minh,Phường Trung Mỹ Tây,56.0,"Nhà ngõ, hẻm",Đã có sổ,Bắc,4.0,14.0,3.0,3.0,3.0,Hoàn thiện cơ bản,5490000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Bắc,False,False,False,False,False,False,False,False,TP.HCM,False,True,False,6217083333.333333,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Trị Đông B,200.0,Nhà biệt thự,Đã có sổ,Tây,10.0,20.0,5.0,5.0,4.0,Nội thất cao cấp,35000000000.0,TP.HCM,4,4.0,Nhà biệt thự,False,False,False,Tây,False,True,False,False,False,False,False,False,TP.HCM,False,True,False,13358214285.714285,7783372663.267783
Tp Hồ Chí Minh,Phường 12,68.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.5,15.0,5.0,4.0,4.0,Nội thất cao cấp,8590000000.0,TP.HCM,4,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8518503703.703704,7783372663.267783
Tp Hồ Chí Minh,Phường 8,52.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.5,15.0,2.0,2.0,3.0,Unknown,6380000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6856638655.462185,7783372663.267783
Hà Nội,Xã Phụng Châu,33.0,Nhà phố liền kề,Đã có sổ,Unknown,3.6,9.7,4.0,3.0,44.0,Nội thất đầy đủ,3350000000.0,Hà Nội,3,4.0,Nhà phố liền kề,False,False,True,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,3350000000.0,12621319905.21327
Tp Hồ Chí Minh,Phường Phú Thuận,76.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,6.0,13.0,4.0,3.0,3.0,Nội thất đầy đủ,7200000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7189367346.938775,7783372663.267783
Đồng Nai,Phường Hoá An,67.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,16.0,3.0,2.0,2.0,Nội thất cao cấp,2650000000.0,Khác,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,1987500000.0,3422517857.142857
Tp Hồ Chí Minh,Phường 14,55.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,3.0,3.0,3.0,Nội thất cao cấp,6500000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6808232142.857142,7783372663.267783
Đắk Lắk,Xã Cư ÊBur,80.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Unknown,4.0,20.0,2.0,1.0,3.0,Nội thất đầy đủ,1350000000.0,Khác,3,3.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,2070000000.0,4763000000.0
Tp Hồ Chí Minh,Phường Trung Mỹ Tây,60.0,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,4.0,15.0,3.0,3.0,2.0,Nội thất đầy đủ,4300000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Nam,False,False,False,False,False,False,False,True,TP.HCM,False,True,False,6217083333.333333,7783372663.267783
Tp Hồ Chí Minh,Phường 9,72.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,18.0,5.0,3.0,3.0,Unknown,8800000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8176746666.666667,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Sơn Nhì,25.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,6.0,2.0,2.0,3.0,Nội thất đầy đủ,3200000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6095185185.185185,7783372663.267783
Tp Hồ Chí Minh,Thị trấn Nhà Bè,121.0,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,5.5,22.0,3.0,2.0,1.0,Hoàn thiện cơ bản,4250000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Nam,False,False,False,False,False,False,False,True,TP.HCM,False,True,False,5403188405.797101,7783372663.267783
Tp Hồ Chí Minh,Phường 12,64.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,4.0,3.0,4.0,Unknown,7200000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8518503703.703704,7783372663.267783
Tp Hồ Chí Minh,Phường 11,61.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,15.5,4.0,3.0,3.0,Nội thất cao cấp,7200000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7781877551.020409,7783372663.267783
Tp Hồ Chí Minh,Xã Phước Kiển,93.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.6,26.0,4.0,3.0,2.0,Nội thất đầy đủ,3850000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7212500000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Sơn Kỳ,24.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,3.0,8.0,2.0,2.0,3.0,Unknown,3900000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6246666666.666667,7783372663.267783
Tp Hồ Chí Minh,Phường 14,24.8,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.7,7.5,2.0,2.0,2.0,Unknown,3750000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6808232142.857142,7783372663.267783
Tp Hồ Chí Minh,Phường 9,28.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,3.6,8.0,2.0,2.0,3.0,Nội thất đầy đủ,6100000000.0,TP.HCM,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8176746666.666667,7783372663.267783
Tp Hồ Chí Minh,Phường Linh Đông (Quận Thủ Đức cũ),56.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.0,14.0,3.0,2.0,2.0,Hoàn thiện cơ bản,5700000000.0,TP.HCM,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7590476190.476191,7783372663.267783
Tp Hồ Chí Minh,Phường 7,100.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.0,20.0,3.0,3.0,1.0,Unknown,17300000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,9518971014.492754,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,65.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.2,15.0,3.0,3.0,3.0,Unknown,5750000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6207227272.727273,7783372663.267783
Tp Hồ Chí Minh,Phường Linh Xuân (Quận Thủ Đức cũ),60.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,15.0,2.0,1.0,1.0,Unknown,4000000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5345476190.476191,7783372663.267783
Tp Hồ Chí Minh,Phường Long Phước (Quận 9 cũ),50.1,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.21,11.91,3.0,3.0,3.0,Unknown,4200000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,4606555555.555555,7783372663.267783
Tp Hồ Chí Minh,Phường 4,45.0,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,4.0,11.0,3.0,3.0,2.0,Nội thất đầy đủ,8000000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Nam,False,False,False,False,False,False,False,True,TP.HCM,False,True,False,8346871794.871795,7783372663.267783
Tp Hồ Chí Minh,Phường 7,80.0,"Nhà ngõ, hẻm",Đã có sổ,Tây,5.0,18.0,3.0,2.0,2.0,Hoàn thiện cơ bản,8900000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Tây,False,True,False,False,False,False,False,False,TP.HCM,False,True,False,9518971014.492754,7783372663.267783
Bà Rịa - Vũng Tàu,Xã Hòa Bình,270.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,10.0,27.0,2.0,3.0,1.0,Unknown,1600000000.0,Khác,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,1600000000.0,7946293333.333333
Tp Hồ Chí Minh,Phường Thạnh Lộc,60.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,2.0,3.0,3.0,Unknown,4280000000.0000005,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6130487804.878049,7783372663.267783
