Thành phố,Phường/Xã,Diện tích (m2),Loại hình,Giấy tờ pháp lý,Hướng,Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Tình trạng nội thất,Giá bán (VND),Thành phố chính,Tình trạng nội thất_encoded,Giấy tờ pháp lý_encoded,Loại hình_grouped,"Loại hình_Nhà mặt phố, mặt tiền","Loại hình_Nhà ngõ, hẻm",Loại hình_Nhà phố liền kề,Hướng_grouped,Hướng_Nam,Hướng_Tây,Hướng_Tây Bắc,Hướng_Tây Nam,Hướng_Unknown,Hướng_Đông,Hướng_Đông Bắc,Hướng_Đông Nam,Thành phố chính_grouped,Thành phố chính_Khác,Thành phố chính_TP.HCM,Thành phố chính_Đà Nẵng,Phường/Xã_target_encoded,Thành phố_target_encoded
Tp Hồ Chí Minh,Phường 12,55.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.2,13.0,2.0,2.0,3.0,Unknown,5900000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8518503703.703704,7783372663.267783
Tp Hồ Chí Minh,Phường 11,50.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Bắc,3.0,16.5,3.0,2.0,2.0,Nội thất cao cấp,4890000000.0,TP.HCM,4,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông Bắc,False,False,False,False,False,False,True,False,TP.HCM,False,True,False,7781877551.020409,7783372663.267783
Bình Dương,Phường Thuận Giao,64.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Nam,4.0,16.0,4.0,3.0,3.0,Nội thất cao cấp,5700000000.0,Khác,4,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông Nam,False,False,False,False,False,False,False,True,Khác,True,False,False,8967000000.0,5210152597.402597
Tp Hồ Chí Minh,Phường 1,58.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,15.0,3.0,4.0,5.0,Nội thất cao cấp,8550000000.000001,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7937037974.683544,7783372663.267783
Tp Hồ Chí Minh,Phường Tăng Nhơn Phú A (Quận 9 cũ),39.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.7,8.0,2.0,2.0,3.0,Unknown,3150000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6100000000.0,7783372663.267783
Tp Hồ Chí Minh,Phường 7,52.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,13.0,4.0,4.0,4.0,Hoàn thiện cơ bản,7750000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,9518971014.492754,7783372663.267783
Tp Hồ Chí Minh,Phường Phú Thọ Hòa,72.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.0,18.0,4.0,4.0,4.0,Nội thất đầy đủ,13500000000.0,TP.HCM,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6648966101.694915,7783372663.267783
Tp Hồ Chí Minh,Phường Thạnh Xuân,75.0,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,4.4,16.0,4.0,5.0,4.0,Nội thất cao cấp,5650000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Nam,False,False,False,False,False,False,False,True,TP.HCM,False,True,False,4273442307.6923075,7783372663.267783
Tp Hồ Chí Minh,Phường Thạnh Lộc,64.0,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,4.0,16.0,4.0,5.0,4.0,Nội thất đầy đủ,8150000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Bắc,False,False,False,False,False,False,True,False,TP.HCM,False,True,False,6130487804.878049,7783372663.267783
Tp Hồ Chí Minh,Phường Phước Long A (Quận 9 cũ),47.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.2,11.2,3.0,2.0,2.0,Nội thất đầy đủ,5950000000.0,TP.HCM,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,82364285714.28572,7783372663.267783
Tp Hồ Chí Minh,Phường 12,39.2,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.26,14.0,6.0,3.0,3.0,Unknown,8400000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8518503703.703704,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Trị Đông,40.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,2.0,3.0,3.0,Unknown,3750000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5822427272.727273,7783372663.267783
Tp Hồ Chí Minh,Phường 8,33.5,"Nhà ngõ, hẻm",Đang chờ sổ,Unknown,3.5,10.0,2.0,2.0,2.0,Hoàn thiện cơ bản,3300000000.0,TP.HCM,2,2.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6856638655.462185,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,50.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.0,10.0,2.0,1.0,3.0,Unknown,3400000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6207227272.727273,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Trị Đông B,56.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,14.0,3.0,3.0,3.0,Nội thất đầy đủ,5600000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,13358214285.714285,7783372663.267783
Đà Nẵng,Phường Hòa Minh,90.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Nam,5.0,18.0,3.0,3.0,3.0,Nội thất cao cấp,8939000000.0,Đà Nẵng,4,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Tây Nam,False,False,False,True,False,False,False,False,Đà Nẵng,False,False,True,6171857142.857142,7551963709.67742
Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,12.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Unknown,4.1,15.0,2.0,3.0,3.0,Unknown,600000000.0,TP.HCM,0,3.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6207227272.727273,7783372663.267783
Tp Hồ Chí Minh,Phường 13,45.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,4.0,5.0,3.0,Unknown,9500000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,10550155339.805826,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Hưng Hoà A,60.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,15.0,5.0,5.0,4.0,Nội thất cao cấp,8000000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5914012195.121951,7783372663.267783
Tp Hồ Chí Minh,Phường 3,40.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,10.0,4.0,3.0,3.0,Unknown,5000000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6746000000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Linh Trung (Quận Thủ Đức cũ),64.0,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,6.5,9.2,2.0,2.0,2.0,Bàn giao thô,5050000000.0,TP.HCM,1,4.0,"Nhà ngõ, hẻm",False,True,False,Tây Nam,False,False,False,True,False,False,False,False,TP.HCM,False,True,False,6669954545.454545,7783372663.267783
Đà Nẵng,Phường Hòa Khánh Bắc,94.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Bắc,6.2,15.0,4.0,2.0,3.0,Hoàn thiện cơ bản,13500000000.0,Đà Nẵng,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông Bắc,False,False,False,False,False,False,True,False,Đà Nẵng,False,False,True,8786125000.0,7551963709.67742
Tp Hồ Chí Minh,Phường Bình Trị Đông,44.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,11.0,3.0,2.0,2.0,Unknown,4678000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5822427272.727273,7783372663.267783
Tp Hồ Chí Minh,Phường 9,108.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Bắc,6.0,18.0,11.0,7.0,6.0,Hoàn thiện cơ bản,26000000000.0,TP.HCM,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông Bắc,False,False,False,False,False,False,True,False,TP.HCM,False,True,False,8176746666.666667,7783372663.267783
Hà Nội,Phường Xuân La,80.0,Nhà phố liền kề,Đã có sổ,Unknown,4.1,15.0,3.0,3.0,3.0,Unknown,27950000000.0,Hà Nội,0,4.0,Nhà phố liền kề,False,False,True,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,15380000000.0,12621319905.21327
Tp Hồ Chí Minh,Phường Phú Thuận,64.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,14.0,2.0,2.0,2.0,Nội thất đầy đủ,4800000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7189367346.938775,7783372663.267783
Tp Hồ Chí Minh,Phường Đông Hưng Thuận,64.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,16.0,2.0,2.0,2.0,Unknown,4900000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5907833333.333333,7783372663.267783
Tp Hồ Chí Minh,Phường Thới An,32.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,8.0,2.0,2.0,3.0,Hoàn thiện cơ bản,1578000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,9296022727.272728,7783372663.267783
Tp Hồ Chí Minh,Phường 10,48.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.0,12.0,6.0,3.0,3.0,Unknown,7850000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8043566666.666667,7783372663.267783
Tp Hồ Chí Minh,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),58.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.1,14.0,4.0,4.0,3.0,Nội thất đầy đủ,8400000000.0,TP.HCM,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,9655769230.76923,7783372663.267783
Quảng Ninh,Phường Hà Tu,114.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Nam,4.0,28.0,6.0,5.0,4.0,Nội thất đầy đủ,9500000000.0,Khác,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông Nam,False,False,False,False,False,False,False,True,Khác,True,False,False,9500000000.0,9500000000.0
Bình Dương,Phường Dĩ An,50.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Unknown,4.1,15.0,3.0,2.0,2.0,Unknown,2000000000.0,Khác,0,3.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,5237241379.310345,5210152597.402597
Tp Hồ Chí Minh,Phường 10,60.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,3.0,3.0,3.0,Unknown,4860000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8043566666.666667,7783372663.267783
Tp Hồ Chí Minh,Xã Xuân Thới Sơn,75.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.0,15.0,2.0,3.0,3.0,Unknown,1485000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,1633478260.8695652,7783372663.267783
Đồng Nai,Phường Trung Dũng,62.7,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Nam,4.08,16.5,1.0,1.0,1.0,Nội thất đầy đủ,4200000000.0,Khác,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông Nam,False,False,False,False,False,False,False,True,Khác,True,False,False,6600000000.0,3422517857.142857
Bình Dương,Phường Dĩ An,112.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,7.5,15.0,2.0,1.0,3.0,Unknown,3150000000.0,Khác,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,5237241379.310345,5210152597.402597
Tp Hồ Chí Minh,Phường Long Trường (Quận 9 cũ),51.0,"Nhà ngõ, hẻm",Đã có sổ,Tây,4.3,11.7,4.0,3.0,3.0,Nội thất cao cấp,5860000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Tây,False,True,False,False,False,False,False,False,TP.HCM,False,True,False,6499545454.545455,7783372663.267783
Tp Hồ Chí Minh,Phường Cát Lái (Quận 2 cũ),66.8,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,4.0,13.0,2.0,1.0,1.0,Unknown,5400000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Bắc,False,False,False,False,False,False,True,False,TP.HCM,False,True,False,12189090909.09091,7783372663.267783
Tp Hồ Chí Minh,Phường 14,40.0,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,4.15,10.0,5.0,3.0,4.0,Nội thất cao cấp,5600000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Bắc,False,False,False,False,False,False,True,False,TP.HCM,False,True,False,6808232142.857142,7783372663.267783
Tp Hồ Chí Minh,Xã Phước Kiển,28.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.5,8.0,4.0,3.0,3.0,Hoàn thiện cơ bản,2150000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7212500000.0,7783372663.267783
Hà Nội,Phường Trương Định,35.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.1,15.0,7.0,6.0,4.0,Hoàn thiện cơ bản,6860000000.0,Hà Nội,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,6860000000.0,12621319905.21327
Tp Hồ Chí Minh,Phường 16,40.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.6,11.5,2.0,2.0,1.0,Nội thất cao cấp,5300000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7304200000.0,7783372663.267783
Tp Hồ Chí Minh,Xã Vĩnh Lộc A,44.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Unknown,4.0,11.0,3.0,2.0,3.0,Unknown,1790000000.0,TP.HCM,0,3.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,2755217391.304348,7783372663.267783
Tp Hồ Chí Minh,Phường 2,52.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.7,14.0,4.0,3.0,2.0,Nội thất đầy đủ,8700000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,9077087500.0,7783372663.267783
Tp Hồ Chí Minh,Phường 9,88.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,22.0,6.0,3.0,3.0,Unknown,10500000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8176746666.666667,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Hưng Hoà A,41.0,"Nhà ngõ, hẻm",Đã có sổ,Nam,3.05,13.0,3.0,2.0,2.0,Unknown,5150000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Nam,True,False,False,False,False,False,False,False,TP.HCM,False,True,False,5914012195.121951,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Hưng Hoà B,60.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.0,12.0,2.0,3.0,2.0,Nội thất cao cấp,4500000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5350288461.538462,7783372663.267783
Tp Hồ Chí Minh,Phường Hiệp Thành,73.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.6,16.0,4.0,3.0,3.0,Unknown,6150000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5181361445.783133,7783372663.267783
Tp Hồ Chí Minh,Xã Bình Chánh,55.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,4.0,4.0,3.0,Hoàn thiện cơ bản,4290000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,2904500000.0,7783372663.267783
Tp Hồ Chí Minh,Phường 1,62.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.6,14.0,4.0,3.0,4.0,Unknown,8300000000.000001,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7937037974.683544,7783372663.267783
Tp Hồ Chí Minh,Phường 12,30.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Bắc,3.0,10.0,3.0,3.0,3.0,Nội thất đầy đủ,6600000000.0,TP.HCM,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông Bắc,False,False,False,False,False,False,True,False,TP.HCM,False,True,False,8518503703.703704,7783372663.267783
Tp Hồ Chí Minh,Xã Tân Kiên,80.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.5,17.8,3.0,2.0,1.0,Nội thất cao cấp,1439000000.0,TP.HCM,4,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,1550466666.6666667,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Phú,68.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.0,17.0,5.0,6.0,3.0,Unknown,11800000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,16555238095.238094,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Hưng Hoà A,68.0,"Nhà ngõ, hẻm",Đã có sổ,Tây Bắc,4.0,17.0,4.0,5.0,4.0,Nội thất đầy đủ,7500000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Tây Bắc,False,False,True,False,False,False,False,False,TP.HCM,False,True,False,5914012195.121951,7783372663.267783
Tp Hồ Chí Minh,Phường Cầu Ông Lãnh,31.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,2.8,11.0,4.0,3.0,3.0,Unknown,4960000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5570000000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Hưng Hoà B,55.9,Nhà phố liền kề,Đã có sổ,Đông,4.0,14.0,5.0,5.0,5.0,Nội thất cao cấp,6690000000.0,TP.HCM,4,4.0,Nhà phố liền kề,False,False,True,Đông,False,False,False,False,False,True,False,False,TP.HCM,False,True,False,5350288461.538462,7783372663.267783
Tp Hồ Chí Minh,Phường Phú Trung,23.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.3,7.0,2.0,1.0,3.0,Hoàn thiện cơ bản,2490000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7280000000.0,7783372663.267783
Hà Nội,Phường Hoàng Văn Thụ,45.0,Nhà phố liền kề,Đã có sổ,Unknown,4.1,15.0,4.0,3.0,3.0,Nội thất đầy đủ,8000000000.0,Hà Nội,3,4.0,Nhà phố liền kề,False,False,True,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,7912500000.0,12621319905.21327
Hà Nội,Phường Đại Kim,35.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,3.0,3.0,45.0,Nội thất cao cấp,8600000000.0,Hà Nội,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,8675000000.0,12621319905.21327
Tp Hồ Chí Minh,Phường Tân Thuận Đông,64.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,15.0,5.0,3.0,3.0,Unknown,6000000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5779000000.0,7783372663.267783
Hà Nội,Phường Mỹ Đình 2,40.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,10.0,6.0,4.0,5.0,Nội thất cao cấp,8750000000.0,Hà Nội,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,11125000000.0,12621319905.21327
Bình Dương,Phường Dĩ An,80.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,5.0,17.0,3.0,3.0,1.0,Nội thất đầy đủ,900000000.0,Khác,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,5237241379.310345,5210152597.402597
Tp Hồ Chí Minh,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),70.0,Nhà phố liền kề,Đã có sổ,Unknown,4.0,17.0,5.0,3.0,3.0,Hoàn thiện cơ bản,10500000000.0,TP.HCM,2,4.0,Nhà phố liền kề,False,False,True,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6815794117.6470585,7783372663.267783
Vĩnh Long,Phường 3,87.7,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,5.0,18.0,1.0,3.0,3.0,Unknown,3000000000.0,Khác,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,6746000000.0,3096555555.5555553
Hà Nội,Phường Định Công,41.0,"Nhà ngõ, hẻm",Không có sổ,Đông Nam,4.0,11.0,1.0,1.0,1.0,Hoàn thiện cơ bản,1850000000.0,Hà Nội,2,1.0,"Nhà ngõ, hẻm",False,True,False,Đông Nam,False,False,False,False,False,False,False,True,Hà Nội,False,False,False,13223333333.333334,12621319905.21327
Tp Hồ Chí Minh,Phường 8,50.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.25,12.5,4.0,3.0,4.0,Unknown,7500000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6856638655.462185,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Trị Đông,76.0,"Nhà ngõ, hẻm",Đã có sổ,Đông,4.0,19.0,6.0,6.0,5.0,Unknown,7990000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Đông,False,False,False,False,False,True,False,False,TP.HCM,False,True,False,5822427272.727273,7783372663.267783
Hà Nội,Phường Xuân La,65.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,6.0,3.0,3.0,Unknown,12150000000.0,Hà Nội,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,15380000000.0,12621319905.21327
Tp Hồ Chí Minh,Phường 8,40.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.05,10.0,2.0,2.0,2.0,Nội thất cao cấp,4850000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6856638655.462185,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,49.0,"Nhà ngõ, hẻm",Đã có sổ,Đông,5.0,10.0,2.0,2.0,2.0,Nội thất cao cấp,3490000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Đông,False,False,False,False,False,True,False,False,TP.HCM,False,True,False,6207227272.727273,7783372663.267783
Tp Hồ Chí Minh,Phường 4,11.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,2.0,3.0,3.0,Unknown,3100000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8346871794.871795,7783372663.267783
Bình Dương,Phường An Phú,68.0,Nhà phố liền kề,Đã có sổ,Unknown,4.0,17.0,4.0,5.0,3.0,Unknown,3800000000.0,Khác,0,4.0,Nhà phố liền kề,False,False,True,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,8184619047.619047,5210152597.402597
Tp Hồ Chí Minh,Xã Tân Xuân,120.0,Nhà phố liền kề,Đã có sổ,Unknown,6.5,18.0,4.0,3.0,2.0,Nội thất cao cấp,4990000000.0,TP.HCM,4,4.0,Nhà phố liền kề,False,False,True,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5969000000.0,7783372663.267783
Hà Nội,Phường Nhân Chính,43.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Nam,4.0,10.0,5.0,4.0,5.0,Nội thất đầy đủ,7900000000.0,Hà Nội,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông Nam,False,False,False,False,False,False,False,True,Hà Nội,False,False,False,10250000000.0,12621319905.21327
Tp Hồ Chí Minh,Phường 9,76.5,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Bắc,3.4,22.0,5.0,4.0,3.0,Hoàn thiện cơ bản,13500000000.0,TP.HCM,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Tây Bắc,False,False,True,False,False,False,False,False,TP.HCM,False,True,False,8176746666.666667,7783372663.267783
Tp Hồ Chí Minh,Xã Xuân Thới Sơn,45.0,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,4.5,10.0,3.0,2.0,1.0,Hoàn thiện cơ bản,750000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Tây Nam,False,False,False,True,False,False,False,False,TP.HCM,False,True,False,1633478260.8695652,7783372663.267783
