Diện tích (m2),Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Giá_per_m2,Tổng_phòng,Aspect_ratio,Diện_tích_per_phòng,"Loại hình_Nhà mặt phố, mặt tiền","Loại hình_Nhà ngõ, hẻm",Loại hình_Nhà phố liền kề,Giấy tờ pháp lý_Không có sổ,Giấy tờ pháp lý_Sổ chung / công chứng vi bằng,Giấy tờ pháp lý_Đang chờ sổ,Giấy tờ pháp lý_Đã có sổ,Hướng_Không xác định,Hướng_Nam,Hướng_Tây,Hướng_Tây Bắc,Hướng_Tây Nam,Hướng_Đông,Hướng_Đông Bắc,Hướng_Đông Nam,Tình trạng nội thất_Hoàn thiện cơ bản,Tình trạng nội thất_Không xác định,Tình trạng nội thất_Nội thất cao cấp,Tình trạng nội thất_Nội thất đầy đủ,Phường/Xã_encoded,Thành phố_encoded,Diện tích (m2)_log,Giá_per_m2_log,Giá bán_numeric_log
60.0,5.0,12.0,3.0,2.0,2.0,24833333.333333332,5.0,0.4166666666666667,12.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,2470000000.0,4013214285.714286,4.110873864173311,17.027697434950134,21.12204195757492
40.0,5.0,8.0,2.0,2.0,1.0,187500000.0,4.0,0.625,10.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,9103684210.526316,6466669433.246384,3.713572066704308,19.049289408708074,22.73816885762201
55.0,4.5,17.0,4.0,3.0,3.0,181818181.8181818,7.0,0.2647058823529412,7.857142857142857,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,12808888888.88889,9381090243.90244,4.02535169073515,19.018517750207987,23.025850930040455
180.0,4.0,13.0,3.0,3.0,2.0,77222222.22222222,6.0,0.3076923076923077,30.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6032635135.135135,6466669433.246384,5.198497031265826,18.162197839142486,23.355154677155
35.0,4.0,13.0,3.0,3.0,5.0,185714285.7142857,6.0,0.3076923076923077,5.833333333333333,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6950000000.0,9381090243.90244,3.58351893845611,19.039719957743205,22.59506801400185
65.0,5.0,13.0,3.0,3.0,2.0,60000000.0,6.0,0.38461538461538464,10.833333333333334,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7021949152.542373,6466669433.246384,4.189654742026425,17.909855136853043,22.08424239033842
56.0,4.0,14.0,4.0,5.0,4.0,124107142.85714285,9.0,0.2857142857142857,6.222222222222222,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,5877000000.0,6466669433.246384,4.04305126783455,18.63665581384552,22.662007496666998
77.0,4.0,17.0,3.0,3.0,2.0,55194805.1948052,6.0,0.23529411764705882,12.833333333333334,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,4620000000.0,4013214285.714286,4.356708826689592,17.8263794161467,22.17018482011803
60.0,4.0,15.0,3.0,3.0,2.0,83333333.33333333,6.0,0.26666666666666666,10.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,5839854545.454545,6466669433.246384,4.110873864173311,18.23835919915841,22.33270374958051
25.0,4.0,13.0,2.0,3.0,2.0,95600000.0,5.0,0.3076923076923077,5.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6622519685.039371,6466669433.246384,3.258096538021482,18.37568338848188,21.59455920330824
110.0,5.8,19.2,1.0,1.0,3.0,85454545.45454545,2.0,0.3020833333333333,55.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,5815555555.555555,6466669433.246384,4.709530201312334,18.26349517213208,22.963975526328753
45.0,4.5,17.0,4.0,5.0,7.0,377777777.7777778,9.0,0.2647058823529412,5.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,12483333333.333334,9381090243.90244,3.828641396489095,19.749816693879367,23.55647918106145
70.0,5.0,14.0,4.0,4.0,1.0,72142857.14285715,8.0,0.35714285714285715,8.75,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6622519685.039371,6466669433.246384,4.2626798770413155,18.094158852045705,22.3426540804317
116.0,4.0,13.0,3.0,2.0,2.0,25862068.96551724,5.0,0.3076923076923077,23.2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,3225000000.0,7027260869.565217,4.762173934797756,17.068287973174822,21.821878125947855
122.0,5.3,23.0,5.0,3.0,2.0,50819672.13114754,8.0,0.23043478260869565,15.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,4487777777.777778,6466669433.246384,4.812184355372417,17.74379410394162,22.547815129158746
60.6,4.0,15.0,1.0,1.0,1.0,44554455.445544556,2.0,0.26666666666666666,30.3,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,3816923076.923077,4013214285.714286,4.120661870539474,17.61222273932587,21.716517610327063
70.0,3.7,17.0,2.0,1.0,1.0,217142857.14285713,3.0,0.21764705882352942,23.333333333333332,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,9670000000.0,7027260869.565217,4.2626798770413155,19.196066027354547,23.444561264864433
45.0,4.5,17.0,4.0,3.0,3.0,298888888.8888889,7.0,0.2647058823529412,6.428571428571429,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7844103896.103896,6466669433.246384,3.828641396489095,19.515582456569664,23.322244943068608
39.0,3.0,12.5,3.0,4.0,3.0,158974358.97435898,7.0,0.24,5.571428571428571,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,6550568627.45098,6466669433.246384,3.6888794541139363,18.884253489158134,22.547815129158746
10.0,4.0,13.0,2.0,3.0,3.0,90000000.0,5.0,0.3076923076923077,2.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6920266666.666667,6466669433.246384,2.3978952727983707,18.31532023940565,20.617905322399697
31.0,4.1,8.0,2.0,2.0,2.0,118709677.41935484,4.0,0.5125,7.75,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6798836734.693877,6466669433.246384,3.4657359027997265,18.592191393066017,22.026178589398988
50.0,4.0,12.5,4.0,4.0,2.0,136000000.0,8.0,0.32,6.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5839854545.454545,6466669433.246384,3.9318256327243257,18.72816545105327,22.64018844927553
45.0,4.5,10.0,6.0,4.0,5.0,200000000.0,10.0,0.45,4.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,11210000000.0,9381090243.90244,3.828641396489095,19.11382792951231,22.920490414393743
62.0,4.5,17.0,4.0,4.0,3.0,112903225.80645162,8.0,0.2647058823529412,7.75,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6291113207.54717,6466669433.246384,4.143134726391533,18.542041609813776,22.66917598614458
18.0,3.3,5.5,2.0,2.0,2.0,204444444.44444445,4.0,0.6,4.5,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,8892294117.647058,6466669433.246384,2.9444389791664403,19.13580683612239,22.026178589398988
110.0,5.5,16.15,3.0,3.0,4.0,163636363.63636363,6.0,0.3405572755417957,18.333333333333332,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,7789496503.496504,6466669433.246384,4.709530201312334,18.913157235161272,23.61363759489813
65.0,4.2,16.0,4.0,5.0,4.0,176923076.92307693,9.0,0.2625,7.222222222222222,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,11607000000.0,6466669433.246384,4.189654742026425,18.991225608072153,23.165612872402573
50.0,4.0,13.0,2.0,3.0,2.0,27000000.0,5.0,0.3076923076923077,10.0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2346363636.3636365,6466669433.246384,3.9318256327243257,17.11134746100564,21.02337043013749
32.0,4.0,13.0,3.0,4.0,5.0,234375000.0,7.0,0.3076923076923077,4.571428571428571,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,11015384615.384615,9381090243.90244,3.4965075614664802,19.272432958955616,22.73816885762201
100.0,5.0,20.0,5.0,6.0,2.0,50000000.0,11.0,0.25,9.090909090909092,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,4985988095.238095,6466669433.246384,4.61512051684126,17.72753358339242,22.33270374958051
40.0,4.0,10.0,4.0,3.0,3.0,110000000.0,7.0,0.4,5.714285714285714,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6622519685.039371,6466669433.246384,3.713572066704308,18.5159909328476,22.2048703780979
16.0,3.4,4.9,3.0,3.0,4.0,362500000.0,6.0,0.693877551020408,2.6666666666666665,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,8181161764.705882,6466669433.246384,2.833213344056216,19.708535035017626,22.4811237546712
60.0,4.0,13.0,2.0,3.0,2.0,98333333.33333333,5.0,0.3076923076923077,12.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5900000000.0,6466669433.246384,4.110873864173311,18.403873635805475,22.498218188027575
70.0,4.5,18.0,5.0,5.0,4.0,168571428.57142857,10.0,0.25,7.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6920266666.666667,6466669433.246384,4.2626798770413155,18.942870132300875,23.191365368502776
50.0,4.5,11.0,5.0,3.0,5.0,230000000.0,8.0,0.4090909090909091,6.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,11666666666.666666,9381090243.90244,3.9318256327243257,19.253589871235295,23.165612872402573
46.0,3.3,15.0,5.0,1.0,1.0,169565217.39130434,6.0,0.22,7.666666666666667,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,7396108433.73494,6466669433.246384,3.8501476017100584,18.9487481800503,22.77738957077016
110.0,7.0,16.0,3.0,2.0,2.0,61818181.81818182,5.0,0.4375,22.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,6032635135.135135,6466669433.246384,4.709530201312334,17.939708099512526,22.64018844927553
74.0,4.0,18.5,8.0,3.0,2.0,87837837.83783785,11.0,0.21621621621621623,6.7272727272727275,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6550568627.45098,6466669433.246384,4.31748811353631,18.291002932028448,22.59506801400185
20.0,4.5,17.0,2.0,3.0,3.0,210000000.0,5.0,0.2647058823529412,4.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6920266666.666667,6466669433.246384,3.044522437723423,19.162618093443648,22.15835036247383
130.0,5.0,30.0,4.0,3.0,3.0,46923076.92307692,7.0,0.16666666666666666,18.571428571428573,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3563437500.0,6466669433.246384,4.875197323201151,17.66402017898157,22.53155460828961
103.0,5.0,21.0,2.0,3.0,2.0,50485436.893203884,5.0,0.23809523809523808,20.6,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6613095238.095238,6466669433.246384,4.6443908991413725,17.737195494111848,22.3719244627261
80.0,4.0,13.0,2.0,3.0,2.0,55000000.0,5.0,0.3076923076923077,16.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5753333333.333333,6466669433.246384,4.394449154672439,17.822843761378564,22.2048703780979
31.0,3.5,9.0,2.0,1.0,1.0,66451612.90322581,3.0,0.3888888888888889,10.333333333333334,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,6291113207.54717,6466669433.246384,3.4657359027997265,18.011984630311296,21.44597182023334
50.0,4.2,12.0,3.0,3.0,2.0,83800000.00000001,6.0,0.35000000000000003,8.333333333333334,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,5883134831.460674,6466669433.246384,3.9318256327243257,18.243943577385487,22.15596657111912
51.0,4.0,13.0,4.0,3.0,4.0,168627450.98039216,7.0,0.3076923076923077,7.285714285714286,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,10675000000.0,9381090243.90244,3.9512437185814275,18.94320241341178,22.875028040322153
27.1,3.0,9.0,3.0,3.0,2.0,184132841.32841328,6.0,0.3333333333333333,4.516666666666667,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,6885000000.0,6466669433.246384,3.3357695763397,19.031168024255045,22.33070174691024
39.0,4.0,13.0,5.0,3.0,2.0,196923076.92307693,8.0,0.3076923076923077,4.875,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7856428571.428572,9381090243.90244,3.6888794541139363,19.098323743054472,22.7618853842362
47.0,4.0,12.0,4.0,3.0,2.0,136170212.76595744,7.0,0.3333333333333333,6.714285714285714,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6550568627.45098,6466669433.246384,3.871201010907891,18.729416232945727,22.579563827468288
76.0,6.0,13.0,4.0,3.0,2.0,92105263.15789473,7.0,0.46153846153846156,10.857142857142858,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,6550568627.45098,6466669433.246384,4.343805421853684,18.338442656572536,22.66917598614458
90.0,5.0,18.0,2.0,2.0,2.0,116666666.66666667,4.0,0.2777777777777778,22.5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,9587500000.0,7027260869.565217,4.51085950651685,18.57483143235105,23.074641094205127
82.5,4.0,21.0,1.0,3.0,2.0,81212121.21212122,4.0,0.19047619047619047,20.625,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5839854545.454545,6466669433.246384,4.42484663185681,18.21257508231613,22.625373363492585
72.0,4.5,17.0,2.0,3.0,3.0,208333333.33333334,5.0,0.2647058823529412,14.4,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,9458333333.333334,7027260869.565217,4.290459441148391,19.154649923832565,23.431316038115288
136.0,5.9,23.0,6.0,4.0,2.0,50000000.0,10.0,0.2565217391304348,13.6,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,5883134831.460674,6466669433.246384,4.919980925828125,17.72753358339242,22.64018844927553
75.0,4.2,18.0,4.0,4.0,2.0,79866666.66666667,8.0,0.23333333333333334,9.375,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,6920266666.666667,6466669433.246384,4.330733340286331,18.19586914805833,22.513357249240713
38.0,3.8,10.0,3.0,2.0,2.0,142105263.15789473,5.0,0.38,7.6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,6135327868.852459,6466669433.246384,3.6635616461296463,18.772078637827292,22.409664790701825
72.0,5.0,12.0,3.0,2.0,2.0,47083333.333333336,5.0,0.4166666666666667,14.4,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,5397500000.0,7027260869.565217,4.290459441148391,17.667429660561652,21.944095758633754
79.9,3.3,24.0,2.0,2.0,1.0,98247809.76220274,4.0,0.13749999999999998,19.975,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,7673746835.443038,6466669433.246384,4.393213824064446,18.403003526146843,22.783779368868117
55.0,4.0,17.0,2.0,2.0,1.0,312727272.72727275,4.0,0.23529411764705882,13.75,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,8831250000.0,9381090243.90244,4.02535169073515,19.56084203873102,23.568175220823957
68.4,4.0,18.0,2.0,2.0,2.0,99415204.67836256,4.0,0.2222222222222222,17.1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,8188777777.777778,6466669433.246384,4.239886867512759,18.414815634558792,22.64018844927553
65.0,4.0,17.0,6.0,6.0,4.0,129230769.23076923,12.0,0.23529411764705882,5.416666666666667,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,7790000000.0,6466669433.246384,4.189654742026425,18.677110280638136,22.85149754291473
173.0,6.0,29.0,2.0,1.0,2.0,5028901.734104047,3.0,0.20689655172413793,57.666666666666664,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,1037777777.7777778,6466669433.246384,5.159055299214529,15.43071237396568,20.58400377076233
105.0,5.3,20.0,2.0,2.0,2.0,61428571.428571425,4.0,0.265,26.25,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6527738095.238095,6466669433.246384,4.663439094112067,17.933385633875638,22.58734596790913
80.0,4.0,13.0,5.0,3.0,2.0,111250000.0,8.0,0.3076923076923077,10.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7649812500.0,6466669433.246384,4.394449154672439,18.527290487999387,22.909317113796863
22.0,4.0,6.0,3.0,3.0,2.0,154545454.54545453,6.0,0.6666666666666666,3.6666666666666665,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6936442622.95082,6466669433.246384,3.1354942159291497,18.8559988216808,21.947041268862645
30.0,4.2,7.0,2.0,2.0,2.0,86666666.66666667,4.0,0.6,7.5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5579543478.26087,6466669433.246384,3.4339872044851463,18.277579911850154,21.678777282358464
35.0,3.5,10.0,2.0,2.0,2.0,78571428.57142857,4.0,0.35,8.75,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,5000913043.478261,6466669433.246384,3.58351893845611,18.17951869986275,21.734866748988527
80.0,5.0,17.0,3.0,3.0,1.0,11250000.0,6.0,0.29411764705882354,13.333333333333334,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,4826153846.153846,4013214285.714286,4.394449154672439,16.23587877550359,20.617905322399697
120.0,7.0,18.0,4.0,2.0,2.0,7083333.333333333,6.0,0.3888888888888889,20.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,2579846153.8461537,2831944954.1284404,4.795790545596741,15.773255305843051,20.560746908625106
61.0,4.0,14.8,3.0,2.0,2.0,65245901.63934426,5.0,0.27027027027027023,12.2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,4226666666.6666665,7027260869.565217,4.127134385045092,17.99367380739608,22.104547656494013
90.0,4.0,13.0,4.0,3.0,2.0,242222222.2222222,7.0,0.3076923076923077,12.857142857142858,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,12808888888.88889,9381090243.90244,4.51085950651685,19.30536614053963,23.805175806787325
74.0,4.0,18.5,4.0,3.0,2.0,80945945.94594595,7.0,0.21621621621621623,10.571428571428571,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6798836734.693877,6466669433.246384,4.31748811353631,18.209292168223524,22.513357249240713
21.0,7.0,3.0,2.0,2.0,2.0,161904761.9047619,4.0,2.3333333333333335,5.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6135327868.852459,6466669433.246384,3.091042453358316,18.902518837021574,21.947041268862645
64.0,4.0,16.0,4.0,4.0,3.0,145312500.0,8.0,0.25,8.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,7021949152.542373,6466669433.246384,4.174387269895637,18.79439716062767,22.95328023721315
130.0,7.0,20.0,6.0,3.0,2.0,69230769.23076923,9.0,0.35,14.444444444444445,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6550568627.45098,6466669433.246384,4.875197323201151,18.05295597827149,22.920490414393743
80.0,5.0,16.0,3.0,2.0,1.0,9562500.0,5.0,0.3125,16.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1550466666.6666667,6466669433.246384,4.394449154672439,16.073359861692087,20.455386393098
45.0,4.0,11.5,3.0,3.0,4.0,130000000.0,6.0,0.34782608695652173,7.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6949100671.14094,6466669433.246384,3.828641396489095,18.683045016112164,22.489707498361117
50.0,4.0,12.0,3.0,3.0,2.0,106600000.0,6.0,0.3333333333333333,8.333333333333334,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6117484375.0,6466669433.246384,3.9318256327243257,18.48459407907688,22.39661707531178
63.8,4.1,16.0,4.0,2.0,4.0,188087774.29467085,6.0,0.25625,10.633333333333333,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,7789496503.496504,6466669433.246384,4.1713056033582285,19.052419301700333,23.208172486817745
52.0,4.0,13.0,4.0,3.0,2.0,110576923.07692307,7.0,0.3076923076923077,7.428571428571429,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,4985988095.238095,6466669433.246384,3.970291913552122,18.52122198221772,22.47246569192958
65.1,4.6,14.5,5.0,4.0,4.0,182795698.9247312,9.0,0.3172413793103448,7.2333333333333325,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,7789496503.496504,6466669433.246384,4.191168746857641,19.02387969331996,23.19980423714793
60.0,5.5,11.0,2.0,1.0,2.0,108166666.66666667,3.0,0.5,20.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,8609370000.0,6466669433.246384,4.110873864173311,18.499183814685303,22.593528367816493
27.4,2.8,10.0,2.0,2.0,1.0,136861313.86861315,4.0,0.27999999999999997,6.85,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,7789496503.496504,6466669433.246384,3.3463891451671604,18.734478670841373,22.045021677195397
125.0,5.0,25.0,5.0,5.0,4.0,12000000.0,10.0,0.2,12.5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,3000000000.0,4013214285.714286,4.836281906951478,16.300417291085605,21.12873094572124
80.0,4.5,17.8,3.0,2.0,1.0,17987500.0,5.0,0.25280898876404495,16.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,1550466666.6666667,6466669433.246384,4.394449154672439,16.70518768577192,21.087214265546567
65.0,5.0,13.0,3.0,5.0,3.0,150769230.76923078,8.0,0.38461538461538464,8.125,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,9800000000.0,6466669433.246384,4.189654742026425,18.831260959359952,23.00564822272498
52.0,4.0,13.0,4.0,3.0,2.0,153846153.84615386,7.0,0.3076923076923077,7.428571428571429,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7649812500.0,6466669433.246384,3.970291913552122,18.85146366654482,22.802707378751247
60.0,5.0,12.0,3.0,2.0,1.0,71333333.33333334,5.0,0.4166666666666667,12.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,5877000000.0,6466669433.246384,4.110873864173311,18.08287429833671,22.177218846773762
36.0,3.0,12.0,2.0,2.0,2.0,68055555.55555555,4.0,0.25,9.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,5080400000.0,6466669433.246384,3.6109179126442243,18.035834937740812,21.61935386191121
54.1,4.2,14.7,2.0,1.0,1.0,110905730.12939002,3.0,0.28571428571428575,18.033333333333335,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6135327868.852459,6466669433.246384,4.009149716158869,18.524191129338696,22.515025306341133
40.0,3.2,12.5,2.0,1.0,2.0,82500000.0,3.0,0.256,13.333333333333334,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6032635135.135135,6466669433.246384,3.713572066704308,18.228308863426122,21.917188305721876
100.0,4.0,25.0,3.0,2.0,1.0,98000000.0,5.0,0.16,20.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7817513513.513514,6466669433.246384,4.61512051684126,18.400478046838927,23.00564822272498
22.4,3.2,7.0,2.0,3.0,2.0,124107142.85714287,5.0,0.4571428571428572,4.4799999999999995,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6047416666.666667,6466669433.246384,3.152736022363656,18.63665581384552,21.74571676500867
21.0,3.5,6.5,2.0,1.0,2.0,160952380.95238096,3.0,0.5384615384615384,7.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,6936442622.95082,6466669433.246384,3.091042453358316,18.89661911493093,21.941141546737196
57.0,4.2,14.0,3.0,2.0,2.0,48947368.421052635,5.0,0.3,11.4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,4826153846.153846,4013214285.714286,4.060443010546419,17.706256185375242,21.749307433138107
110.0,4.5,24.0,5.0,5.0,2.0,75363636.36363636,10.0,0.1875,11.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5672592592.592592,6466669433.246384,4.709530201312334,18.137835453570197,22.838315806214244
40.0,4.0,13.0,3.0,3.0,2.0,172500000.0,6.0,0.3076923076923077,6.666666666666667,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,8831250000.0,9381090243.90244,3.713572066704308,18.96590780023279,22.654787248694554
113.0,8.5,17.0,3.0,2.0,1.0,48672566.371681415,5.0,0.5,22.6,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,3816923076.923077,4013214285.714286,4.736198448394496,17.700626131017952,22.428013929366653
100.0,5.0,20.0,4.0,5.0,2.0,85000000.0,9.0,0.25,11.11111111111111,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,8181161764.705882,6466669433.246384,4.61512051684126,18.258161826219297,22.86333200056033
40.0,4.0,10.0,3.0,3.0,2.0,156250000.0,6.0,0.4,6.666666666666667,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,5653291666.666667,6466669433.246384,3.713572066704308,18.866967852980785,22.555847300854722
35.0,3.5,10.0,2.0,2.0,2.0,131428571.42857143,4.0,0.35,8.75,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,6622519685.039371,6466669433.246384,3.58351893845611,18.693974086560743,22.24932214065885
64.3,4.5,14.2,4.0,4.0,3.0,71539657.85381027,8.0,0.31690140845070425,8.0375,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,5086882352.941176,4013214285.714286,4.178992036282385,18.085762523176147,22.24932214065885
76.0,4.0,19.0,3.0,2.0,2.0,51315789.473684214,5.0,0.21052631578947367,15.2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,4576950000.0,4013214285.714286,4.343805421853684,17.75350906928286,22.08424239033842
61.0,4.0,15.5,4.0,3.0,3.0,118032786.8852459,7.0,0.25806451612903225,8.714285714285714,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,6949100671.14094,6466669433.246384,4.127134385045092,18.586473007267333,22.69734686310731
46.0,4.2,11.0,4.0,5.0,4.0,230434782.60869566,9.0,0.38181818181818183,5.111111111111111,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7396108433.73494,6466669433.246384,3.8501476017100584,19.25547844591496,23.084119838158774
45.0,4.5,15.0,4.0,3.0,3.0,177777777.7777778,7.0,0.3,6.428571428571429,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,7912500000.0,9381090243.90244,3.828641396489095,18.996044894480928,22.802707378751247
15.0,3.0,5.0,2.0,1.0,2.0,153333333.33333334,3.0,0.6,5.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6135327868.852459,6466669433.246384,2.772588722239781,18.848124765301044,21.556174960316298
